trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
27;0948735285.sql;0948990188.sql;fset;Update:TypeChange;id;VARCHAR(40);false;0;-
27;0948735285.sql;0948990188.sql;ghost;Update:TypeChange;obj_type;SET('TRANSCRIPT','PROTEIN','EXON');true;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;basepairs;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;clones;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;contigs;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;exons;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;features;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;fsets;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;genes;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;id;INT(10);true;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;modified_end;DATETIME;false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;modified_start;DATETIME;false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;repeats;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;status;VARCHAR(40);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;supporting_features;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;time_finished;DATETIME;false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;time_started;DATETIME;false;0;-
28;0948990188.sql;0950275874.sql;db_update;Insertion:NewTable;transcripts;INT(10);false;0;-
28;0948990188.sql;0950275874.sql;fset_feature;Update:TypeChange;feature;INT(10);true;0;-
28;0948990188.sql;0950275874.sql;meta;Deletion:UpdateTable;last_update;DATETIME;false;0;-
29;0950275874.sql;0950286372.sql;analysis_history;Deletion:DeleteTable;analysis;VARCHAR(40);false;0;-
29;0950275874.sql;0950286372.sql;analysis_history;Deletion:DeleteTable;contig;VARCHAR(40);false;0;-
29;0950275874.sql;0950286372.sql;analysis_history;Deletion:DeleteTable;created;DATE;false;0;-
29;0950275874.sql;0950286372.sql;exon_feature;Deletion:DeleteTable;exon;VARCHAR(40);false;0;-
29;0950275874.sql;0950286372.sql;exon_feature;Deletion:DeleteTable;feature;VARCHAR(40);false;0;-
29;0950275874.sql;0950286372.sql;fset;Update:TypeChange;id;INT(10);true;0;-
29;0950275874.sql;0950286372.sql;fset_feature;Update:TypeChange;fset;INT(10);true;0;-
30;0950286372.sql;0954509558.sql;contig;Update:KeyChange;dna;INT(10);false;0;-
30;0950286372.sql;0954509558.sql;contig;Update:KeyChange;id;VARCHAR(40);false;0;-
30;0950286372.sql;0954509558.sql;contig;Insertion:UpdateTable;internal_id;INT(10);true;0;-
30;0950286372.sql;0954509558.sql;dna;Deletion:UpdateTable;contig;VARCHAR(40);true;0;-
30;0950286372.sql;0954509558.sql;dna;Update:KeyChange;id;INT(10);true;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_a;VARCHAR(40);true;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_a_position;INT(10);false;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_a_version;INT(10);true;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_b;VARCHAR(40);true;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_b_position;INT(10);false;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;contig_b_version;INT(10);true;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;overlap_size;INT(10);false;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;overlap_type;SET('RIGHT2LEFT','LEFT2RIGHT','LEFT2LEFT','RIGHT2RIGHT');false;0;-
31;0954509558.sql;0954749479.sql;contigoverlap;Insertion:NewTable;type;VARCHAR(40);true;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;from_contig_id;VARCHAR(40);false;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;from_contig_postion;INT(11);false;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;from_contig_strand;CHAR(1);false;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;id;VARCHAR(40);true;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;to_contig_id;VARCHAR(40);false;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;to_contig_position;INT(11);false;0;-
32;0954749479.sql;0954834295.sql;contig_equiv;Deletion:DeleteTable;to_contig_strand;CHAR(1);false;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Deletion:UpdateTable;contig_a;VARCHAR(40);true;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Deletion:UpdateTable;contig_a_version;INT(10);true;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Deletion:UpdateTable;contig_b;VARCHAR(40);true;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Deletion:UpdateTable;contig_b_version;INT(10);true;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Insertion:UpdateTable;dna_a_id;INT(10);true;0;-
32;0954749479.sql;0954834295.sql;contigoverlap;Insertion:UpdateTable;dna_b_id;INT(10);true;0;-
33;0954834295.sql;0955476819.sql;contig;Insertion:UpdateTable;chromosomeId;INT(10);false;0;-
34;0955476819.sql;0956157214.sql;chromosome;Insertion:NewTable;chromosome_id;INT(11);true;0;-
34;0955476819.sql;0956157214.sql;chromosome;Insertion:NewTable;id;INT(11);false;0;-
34;0955476819.sql;0956157214.sql;chromosome;Insertion:NewTable;name;VARCHAR(40);false;0;-
34;0955476819.sql;0956157214.sql;chromosome;Insertion:NewTable;species_id;INT(11);false;0;-
34;0955476819.sql;0956157214.sql;contig;Deletion:UpdateTable;mapbin;VARCHAR(40);false;0;-
34;0955476819.sql;0956157214.sql;contig;Deletion:UpdateTable;orientation;INT(1);false;0;-
34;0955476819.sql;0956157214.sql;mapbin;Deletion:DeleteTable;chromosome;CHAR(2);false;0;-
34;0955476819.sql;0956157214.sql;mapbin;Deletion:DeleteTable;id;VARCHAR(40);true;0;-
34;0955476819.sql;0956157214.sql;species;Insertion:NewTable;nickname;VARCHAR(40);false;0;-
34;0955476819.sql;0956157214.sql;species;Insertion:NewTable;species_id;INT(10);true;0;-
34;0955476819.sql;0956157214.sql;species;Insertion:NewTable;taxonomy_id;INT(10);false;0;-
35;0956157214.sql;0956591404.sql;meta;Update:TypeChange;offset_time;DATETIME;false;0;-
36;0956591404.sql;0958134737.sql;meta;Update:TypeChange;offset_time;TIME;false;0;-
37;0958134737.sql;0959105910.sql;exon;Update:TypeChange;contig;INT(40);false;0;-
37;0958134737.sql;0959105910.sql;feature;Update:TypeChange;contig;INT(40);false;0;-
38;0959105910.sql;0959684792.sql;contig;Insertion:UpdateTable;international_id;VARCHAR(40);false;0;-
38;0959105910.sql;0959684792.sql;exon;Insertion:UpdateTable;rank;INT(10);false;0;-
38;0959105910.sql;0959684792.sql;feature;Insertion:UpdateTable;evalue;DOUBLE(16,4);false;0;-
38;0959105910.sql;0959684792.sql;feature;Insertion:UpdateTable;perc_id;INT(10);false;0;-
38;0959105910.sql;0959684792.sql;feature;Update:TypeChange;score;DOUBLE(16,4);false;0;-
38;0959105910.sql;0959684792.sql;genedblink;Insertion:NewTable;external_db;VARCHAR(40);true;0;-
38;0959105910.sql;0959684792.sql;genedblink;Insertion:NewTable;external_id;VARCHAR(40);true;0;-
38;0959105910.sql;0959684792.sql;genedblink;Insertion:NewTable;gene_id;VARCHAR(40);true;0;-
38;0959105910.sql;0959684792.sql;repeat_feature;Update:TypeChange;score;DOUBLE(16,4);false;0;-
38;0959105910.sql;0959684792.sql;transcriptdblink;Insertion:NewTable;external_db;VARCHAR(40);true;0;-
38;0959105910.sql;0959684792.sql;transcriptdblink;Insertion:NewTable;external_id;VARCHAR(40);true;0;-
38;0959105910.sql;0959684792.sql;transcriptdblink;Insertion:NewTable;transcript_id;VARCHAR(40);true;0;-
39;0959684792.sql;0959962730.sql;contigoverlap;Update:TypeChange;overlap_type;ENUM('RIGHT2LEFT','LEFT2RIGHT','LEFT2LEFT','RIGHT2RIGHT');false;0;-
39;0959684792.sql;0959962730.sql;ghost;Update:TypeChange;obj_type;ENUM('TRANSCRIPT','PROTEIN','EXON');true;0;-
40;0959962730.sql;0960147956.sql;-;-;-;-;-;-;-
41;0960147956.sql;0960231087.sql;exon;Update:TypeChange;contig;INT(10);false;0;-
41;0960147956.sql;0960231087.sql;feature;Update:TypeChange;contig;INT(10);false;0;-
41;0960147956.sql;0960231087.sql;repeat_feature;Update:TypeChange;contig;INT(10);false;0;-
42;0960231087.sql;0960292008.sql;analysis;Update:TypeChange;id;INT(10);true;0;-
42;0960231087.sql;0960292008.sql;chromosome;Update:TypeChange;chromosome_id;INT(10);true;0;-
42;0960231087.sql;0960292008.sql;feature;Update:TypeChange;analysis;INT(10);false;0;-
42;0960231087.sql;0960292008.sql;repeat_feature;Update:TypeChange;analysis;INT(10);false;0;-
42;0960231087.sql;0960292008.sql;supporting_feature;Update:TypeChange;analysis;INT(10);false;0;-
43;0960292008.sql;0960977369.sql;-;-;-;-;-;-;-
44;0960977369.sql;0961418039.sql;-;-;-;-;-;-;-
45;0961418039.sql;0961576333.sql;exon;Update:KeyChange;rank;INT(10);true;0;-
46;0961576333.sql;0961709499.sql;-;-;-;-;-;-;-
47;0961709499.sql;0961787018.sql;-;-;-;-;-;-;-
48;0961787018.sql;0963487259.sql;clone;Update:KeyChange;id;VARCHAR(40);false;0;-
48;0961787018.sql;0963487259.sql;clone;Insertion:UpdateTable;internal_id;INT(10);true;0;-
48;0961787018.sql;0963487259.sql;contig;Update:TypeChange;clone;INT(10);false;0;-
48;0961787018.sql;0963487259.sql;contig_orientation;Insertion:NewTable;dna_id;INT(10);true;0;-
48;0961787018.sql;0963487259.sql;contig_orientation;Insertion:NewTable;orientation;INT(2);false;0;-
48;0961787018.sql;0963487259.sql;contig_orientation;Insertion:NewTable;source;VARCHAR(40);true;0;-
48;0961787018.sql;0963487259.sql;contigoverlap;Insertion:UpdateTable;source;VARCHAR(40);true;0;-
48;0961787018.sql;0963487259.sql;contigoverlap;Deletion:UpdateTable;type;VARCHAR(40);true;0;-
48;0961787018.sql;0963487259.sql;exon;Deletion:UpdateTable;rank;INT(10);true;0;-
48;0961787018.sql;0963487259.sql;exon;Insertion:UpdateTable;sticky_rank;INT(10);true;0;-
48;0961787018.sql;0963487259.sql;geneclone_neighbourhood;Deletion:DeleteTable;clone;VARCHAR(40);true;0;-
48;0961787018.sql;0963487259.sql;geneclone_neighbourhood;Deletion:DeleteTable;gene;VARCHAR(40);true;0;-
49;0963487259.sql;0963591560.sql;contig_orientation;Insertion:UpdateTable;orientation_source;VARCHAR(40);true;0;-
49;0963487259.sql;0963591560.sql;contig_orientation;Deletion:UpdateTable;source;VARCHAR(40);true;0;-
49;0963487259.sql;0963591560.sql;contigoverlap;Insertion:UpdateTable;overlap_source;VARCHAR(40);true;0;-
49;0963487259.sql;0963591560.sql;contigoverlap;Deletion:UpdateTable;source;VARCHAR(40);true;0;-
50;0963591560.sql;0965037266.sql;-;-;-;-;-;-;-
51;0965037266.sql;0967806901.sql;genetype;Insertion:NewTable;gene_id;VARCHAR(40);true;0;-
51;0965037266.sql;0967806901.sql;genetype;Insertion:NewTable;type;VARCHAR(40);true;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;chr_id;VARCHAR(5);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;ctg_id;VARCHAR(20);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;global_end;INT(10);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;global_start;INT(10);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;raw_end;INT(10);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;raw_id;INT(10);true;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;raw_ori;INT(2);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;raw_start;INT(10);false;0;-
52;0967806901.sql;0968110509.sql;static_golden_path;Insertion:NewTable;type;VARCHAR(20);true;0;-
53;0968110509.sql;0968140918.sql;static_golden_path;Insertion:UpdateTable;chr_end;INT(10);false;0;-
53;0968110509.sql;0968140918.sql;static_golden_path;Insertion:UpdateTable;chr_name;VARCHAR(5);false;0;-
53;0968110509.sql;0968140918.sql;static_golden_path;Insertion:UpdateTable;chr_start;INT(10);false;0;-
53;0968110509.sql;0968140918.sql;static_golden_path;Insertion:UpdateTable;fpcctg_end;INT(10);false;0;-
53;0968110509.sql;0968140918.sql;static_golden_path;Insertion:UpdateTable;fpcctg_name;VARCHAR(20);false;0;-
